Gyro_X,Gyro_Y,Time,Gesture,Type
1.97,2.03,150,780,F
0.33,2.66,200,780,F
0.01,0.60,250,780,F
0.49,0.95,300,780,F
0.72,1.83,350,780,F
1.82,0.57,400,780,F
0.03,1.30,450,780,F
-0.99,-2.63,0,781,F
1.62,4.59,50,781,F
-0.63,2.46,100,781,F
0.17,-0.66,150,781,F
0.07,2.38,200,781,F
-0.05,2.39,250,781,F
0.59,1.52,300,781,F
-0.01,1.85,350,781,F
-0.22,0.71,400,781,F
0.56,1.95,450,781,F
0.15,1.74,0,782,F
0.38,0.43,50,782,F
0.99,1.49,100,782,F
0.39,0.93,150,782,F
-0.63,-2.57,200,782,F
-4.54,-2.09,250,782,F
1.34,3.64,300,782,F
3.73,-1.77,350,782,F
-0.09,0.54,400,782,F
1.35,1.18,450,782,F
2.17,1.73,0,783,F
2.13,1.40,50,783,F
-0.99,1.05,100,783,F
-0.73,-0.56,150,783,F
-1.22,2.95,200,783,F
1.45,-0.84,250,783,F
2.30,2.45,300,783,F
3.21,2.45,350,783,F
0.28,-0.45,400,783,F
1.81,2.53,450,783,F
-2.85,0.71,0,784,F
1.53,1.68,50,784,F
-0.89,3.70,100,784,F
-1.55,0.91,150,784,F
-1.36,2.32,200,784,F
2.27,-1.27,250,784,F
1.42,3.00,300,784,F
3.26,1.73,350,784,F
2.41,11.94,400,784,F
-8.03,5.54,450,784,F
-4.26,-36.97,0,785,U
-14.03,-51.56,50,785,U
-1.93,-55.84,100,785,U
7.24,-58.45,150,785,U
10.10,-72.33,200,785,U
22.77,-71.51,250,785,U
25.47,-65.43,300,785,U
16.28,-71.89,350,785,U
19.64,-51.57,400,785,U
9.38,-40.99,450,785,U
0.25,-6.77,0,786,U
0.34,-30.57,50,786,U
-2.67,-83.75,100,786,U
20.05,-83.61,150,786,U
18.82,-122.02,200,786,U
39.32,-88.63,250,786,U
43.48,-81.06,300,786,U
30.05,-74.46,350,786,U
27.94,-65.95,400,786,U
-1.81,-58.22,450,786,U
-11.09,-58.73,0,787,U
9.01,-58.34,50,787,U
42.33,-77.24,100,787,U
32.02,-126.79,150,787,U
22.83,-133.01,200,787,U
10.81,-115.85,250,787,U
13.57,-75.32,300,787,U
-4.80,-79.16,350,787,U
22.27,-61.02,400,787,U
21.45,-10.75,450,787,U
40.13,-71.74,0,788,U
11.69,-53.08,50,788,U
12.73,-34.69,100,788,U
9.67,-17.46,150,788,U
0.37,13.59,200,788,U
-29.73,31.21,250,788,U
-14.01,20.17,300,788,U
9.21,-14.75,350,788,U
7.83,0.26,400,788,U
-22.55,-9.22,450,788,U
-1.43,1.99,0,789,U
1.22,4.16,50,789,U
-1.67,2.03,100,789,U
-2.81,-2.73,150,789,U
-14.20,-55.15,200,789,U
-2.66,-68.20,250,789,U
-9.11,-103.82,300,789,U
7.51,-136.37,350,789,U
45.10,-95.17,400,789,U
42.51,-128.89,450,789,U
-5.86,-7.63,0,790,U
-12.56,-50.59,50,790,U
-11.50,-59.02,100,790,U
-13.01,-89.78,150,790,U
2.66,-79.81,200,790,U
18.13,-74.69,250,790,U
10.53,-98.63,300,790,U
17.49,-98.00,350,790,U
36.83,-88.09,400,790,U
33.47,-77.24,450,790,U
-1.89,5.01,0,791,U
9.09,2.47,50,791,U
-2.73,-0.03,100,791,U
-5.03,4.39,150,791,U
0.78,4.91,200,791,U
7.19,-0.39,250,791,U
-6.25,-1.33,300,791,U
-8.57,0.21,350,791,U
8.23,-94.66,400,791,U
14.60,-140.77,450,791,U
-29.30,-106.66,0,792,U
-17.26,-123.35,50,792,U
16.43,-144.77,100,792,U
25.07,-110.31,150,792,U
39.70,-90.00,200,792,U
46.83,-79.35,250,792,U
45.20,-69.25,300,792,U
43.23,-55.17,350,792,U
8.98,-13.71,400,792,U
1.48,32.23,450,792,U
0.55,-18.91,0,793,U
3.23,-19.00,50,793,U
1.93,-49.51,100,793,U
11.69,-87.92,150,793,U
20.01,-95.27,200,793,U
13.71,-124.55,250,793,U
15.59,-149.51,300,793,U
27.71,-152.06,350,793,U
40.96,-108.85,400,793,U
27.95,-61.92,450,793,U
7.95,-31.86,0,794,U
7.36,-45.07,50,794,U
-26.91,-40.55,100,794,U
2.52,-88.69,150,794,U
8.89,-85.69,200,794,U
12.58,-115.93,250,794,U
30.83,-172.62,300,794,U
60.48,-140.66,350,794,U
89.27,-98.29,400,794,U
37.19,-42.45,450,794,U
-0.77,-2.10,0,795,U
-1.01,-12.27,50,795,U
-2.45,-26.23,100,795,U
-0.20,-12.35,150,795,U
-2.80,-36.49,200,795,U
-9.42,-68.19,250,795,U
-23.53,-185.71,300,795,U
-46.13,-197.47,350,795,U
-17.09,-88.69,400,795,U
21.58,-52.40,450,795,U
19.28,-24.84,0,796,U
30.19,-81.52,50,796,U
17.91,-127.26,100,796,U
12.31,-106.44,150,796,U
-4.07,-98.83,200,796,U
-67.73,-113.55,250,796,U
6.49,-75.22,300,796,U
11.62,-47.43,350,796,U
4.99,-52.60,400,796,U
6.33,-25.41,450,796,U
-2.29,-2.53,0,797,U
-4.65,-5.67,50,797,U
-14.77,-10.07,100,797,U
-30.87,-51.78,150,797,U
-8.58,-73.80,200,797,U
5.77,-93.78,250,797,U
-3.77,-96.26,300,797,U
1.55,-91.57,350,797,U
18.17,-78.95,400,797,U
5.91,-63.97,450,797,U
5.31,-127.00,0,798,U
63.44,-97.49,50,798,U
7.01,-104.68,100,798,U
10.59,-86.17,150,798,U
20.07,-56.25,200,798,U
11.99,-55.43,250,798,U
12.29,-49.65,300,798,U
-0.09,-37.23,350,798,U
2.93,-14.51,400,798,U
-6.37,4.84,450,798,U
-18.93,-84.13,0,799,U
-27.39,-101.56,50,799,U
6.76,-94.27,100,799,U
-15.72,-98.43,150,799,U
3.11,-82.10,200,799,U
-12.62,-69.43,250,799,U
7.00,-65.67,300,799,U
3.98,-45.27,350,799,U
17.25,-35.53,400,799,U
25.93,-22.83,450,799,U
-33.07,-107.13,0,800,U
-18.81,-151.91,50,800,U
23.29,-125.61,100,800,U
10.37,-92.23,150,800,U
17.31,-85.41,200,800,U
4.61,-79.26,250,800,U
7.55,-55.58,300,800,U
4.05,-32.45,350,800,U
5.05,-16.13,400,800,U
6.72,18.79,450,800,U
-24.31,-113.78,0,801,U
-16.35,-98.82,50,801,U
-12.19,-111.99,100,801,U
-0.52,-95.35,150,801,U
18.41,-74.93,200,801,U
17.39,-71.58,250,801,U
6.94,-60.02,300,801,U
9.30,-47.38,350,801,U
3.34,-25.65,400,801,U
4.73,3.56,450,801,U
-54.83,-139.30,0,802,U
1.69,-129.50,50,802,U
3.37,-115.81,100,802,U
20.99,-122.67,150,802,U
21.97,-94.49,200,802,U
4.77,-77.62,250,802,U
9.05,-52.49,300,802,U
1.81,-22.82,350,802,U
6.77,12.75,400,802,U
4.34,35.21,450,802,U
21.07,-37.39,0,803,U
18.90,-75.32,50,803,U
35.20,-131.27,100,803,U
1.17,-94.24,150,803,U
3.28,-96.66,200,803,U
-4.63,-93.71,250,803,U
-4.81,-90.83,300,803,U
-1.22,-96.88,350,803,U
-9.43,-91.39,400,803,U
-7.03,-63.72,450,803,U
-6.51,-29.49,0,804,U
-20.67,-78.45,50,804,U
26.43,-140.93,100,804,U
0.20,-170.88,150,804,U
27.73,-177.13,200,804,U
29.80,-153.58,250,804,U
-17.59,-141.40,300,804,U
-27.80,-111.33,350,804,U
-26.54,-79.59,400,804,U
-10.85,-40.58,450,804,U
186.84,7.89,0,805,R
144.95,13.15,50,805,R
98.43,1.97,100,805,R
90.23,9.51,150,805,R
57.78,3.31,200,805,R
38.77,1.45,250,805,R
13.58,1.25,300,805,R
-1.72,-4.07,350,805,R
-43.64,-4.53,400,805,R
-137.95,-19.56,450,805,R
76.12,9.75,0,806,R
39.13,-0.54,50,806,R
-4.85,-6.00,100,806,R
14.68,-7.15,150,806,R
30.31,-3.83,200,806,R
33.60,-2.44,250,806,R
33.95,0.23,300,806,R
12.97,-1.85,350,806,R
18.57,-1.17,400,806,R
-6.39,0.84,450,806,R
14.37,4.38,0,807,R
31.30,-12.29,50,807,R
77.61,-25.74,100,807,R
111.01,-43.13,150,807,R
205.99,-29.68,200,807,R
175.37,9.21,250,807,R
107.04,19.67,300,807,R
65.01,-0.02,350,807,R
19.58,-4.79,400,807,R
-32.51,-13.07,450,807,R
108.04,-19.49,0,808,R
144.68,-3.62,50,808,R
181.85,-6.21,100,808,R
172.99,1.19,150,808,R
172.27,16.25,200,808,R
151.78,12.76,250,808,R
84.17,6.06,300,808,R
10.14,-7.87,350,808,R
-26.57,11.35,400,808,R
-52.39,15.62,450,808,R
127.72,-20.35,0,809,R
55.35,-26.71,50,809,R
-11.67,-0.25,100,809,R
-32.25,18.85,150,809,R
-39.41,6.25,200,809,R
-45.13,18.05,250,809,R
-24.07,-1.09,300,809,R
-14.26,9.03,350,809,R
-18.45,1.88,400,809,R
-3.83,0.81,450,809,R
-6.69,4.33,0,810,R
-2.83,6.41,50,810,R
5.43,8.70,100,810,R
6.11,6.98,150,810,R
4.55,6.28,200,810,R
-3.51,5.68,250,810,R
9.57,1.73,300,810,R
194.60,-44.88,350,810,R
219.12,-14.87,400,810,R
91.88,5.83,450,810,R
99.83,-6.40,0,811,R
118.25,6.19,50,811,R
118.92,21.25,100,811,R
216.07,18.42,150,811,R
173.66,14.17,200,811,R
173.44,10.29,250,811,R
121.32,0.75,300,811,R
51.25,-5.45,350,811,R
20.93,8.45,400,811,R
-17.52,4.30,450,811,R
-11.14,-0.43,0,812,R
-20.62,-0.16,50,812,R
-4.15,-7.43,100,812,R
50.72,-13.59,150,812,R
101.94,-25.57,200,812,R
110.65,-67.72,250,812,R
83.38,-32.45,300,812,R
132.54,2.26,350,812,R
200.07,-12.77,400,812,R
166.39,13.69,450,812,R
-0.64,1.45,0,813,R
11.86,4.59,50,813,R
35.13,-8.53,100,813,R
126.11,-7.88,150,813,R
161.95,-2.85,200,813,R
75.09,10.79,250,813,R
59.96,36.17,300,813,R
86.61,35.52,350,813,R
144.41,35.68,400,813,R
141.55,24.73,450,813,R
33.95,-20.73,0,814,R
17.93,-2.18,50,814,R
64.47,-13.37,100,814,R
145.21,-7.66,150,814,R
158.72,19.94,200,814,R
167.56,14.13,250,814,R
115.01,17.30,300,814,R
102.07,16.24,350,814,R
43.72,7.87,400,814,R
36.46,2.29,450,814,R
8.41,8.58,0,815,D
5.72,24.52,50,815,D
14.46,45.91,100,815,D
1.52,55.15,150,815,D
-4.01,63.06,200,815,D
-26.55,62.45,250,815,D
14.35,72.33,300,815,D
12.21,92.71,350,815,D
37.53,118.27,400,815,D
23.76,100.64,450,815,D
3.41,40.45,0,816,D
-4.13,73.15,50,816,D
-4.75,73.29,100,816,D
4.96,63.94,150,816,D
-10.94,65.27,200,816,D
33.77,56.82,250,816,D
21.09,54.70,300,816,D
26.05,63.00,350,816,D
73.33,76.75,400,816,D
0.45,65.21,450,816,D
-11.01,38.17,0,817,D
-33.44,52.30,50,817,D
3.39,46.22,100,817,D
14.39,54.09,150,817,D
15.45,85.72,200,817,D
36.73,97.51,250,817,D
29.71,98.92,300,817,D
22.27,87.43,350,817,D
5.63,51.37,400,817,D
6.91,42.30,450,817,D
-8.05,45.71,0,818,D
-5.89,61.76,50,818,D
-11.89,88.11,100,818,D
-14.33,103.55,150,818,D
-10.85,77.34,200,818,D
7.35,58.92,250,818,D
12.65,41.47,300,818,D
17.78,27.72,350,818,D
12.94,26.46,400,818,D
13.49,20.22,450,818,D
-12.91,32.97,0,819,D
-3.15,56.17,50,819,D
13.62,91.82,100,819,D
21.75,118.89,150,819,D
23.31,116.80,200,819,D
92.39,115.74,250,819,D
38.41,56.69,300,819,D
0.05,22.28,350,819,D
-12.87,3.21,400,819,D
-21.95,5.68,450,819,D
-15.04,81.59,0,820,D
-36.51,61.71,50,820,D
-28.27,77.05,100,820,D
-6.98,89.85,150,820,D
4.61,73.07,200,820,D
11.79,51.19,250,820,D
5.96,24.49,300,820,D
-2.32,17.82,350,820,D
5.20,5.01,400,820,D
1.02,-1.59,450,820,D
17.77,115.18,0,821,D
-16.23,94.91,50,821,D
-19.22,62.19,100,821,D
-39.84,68.01,150,821,D
-26.23,49.38,200,821,D
-6.77,56.36,250,821,D
-10.39,60.55,300,821,D
0.22,30.82,350,821,D
8.96,25.49,400,821,D
-10.01,12.86,450,821,D
0.26,27.53,0,822,D
-8.16,41.58,50,822,D
-13.74,45.88,100,822,D
-6.42,38.60,150,822,D
10.49,49.09,200,822,D
10.75,55.77,250,822,D
8.29,59.81,300,822,D
3.50,54.91,350,822,D
12.00,51.91,400,822,D
0.87,38.10,450,822,D
9.54,37.04,0,823,D
8.53,50.15,50,823,D
9.00,76.70,100,823,D
12.39,94.89,150,823,D
-10.91,108.15,200,823,D
-19.39,70.64,250,823,D
5.65,52.54,300,823,D
9.23,48.25,350,823,D
8.41,61.57,400,823,D
-12.98,50.71,450,823,D
5.06,57.61,0,824,D
4.34,74.06,50,824,D
11.25,77.76,100,824,D
-1.16,91.00,150,824,D
7.77,76.85,200,824,D
23.08,84.60,250,824,D
60.15,89.16,300,824,D
52.41,84.37,350,824,D
-16.36,64.39,400,824,D
-4.47,30.03,450,824,D
-70.77,-8.62,0,825,L
-117.79,-17.49,50,825,L
-146.09,8.15,100,825,L
-152.90,-5.81,150,825,L
-144.49,17.99,200,825,L
-158.55,23.06,250,825,L
-92.94,17.29,300,825,L
-97.75,2.57,350,825,L
-48.72,5.47,400,825,L
-48.03,5.49,450,825,L
-124.12,22.29,0,826,L
-147.15,22.08,50,826,L
-124.37,8.57,100,826,L
-138.95,-1.59,150,826,L
-112.59,0.85,200,826,L
-92.67,7.79,250,826,L
-77.65,-4.14,300,826,L
-67.38,-0.89,350,826,L
-16.17,-0.68,400,826,L
0.69,-3.91,450,826,L
-155.21,24.42,0,827,L
-153.59,15.26,50,827,L
-132.29,9.20,100,827,L
-139.19,-5.34,150,827,L
-100.55,-9.34,200,827,L
-97.99,-5.12,250,827,L
-95.28,-9.06,300,827,L
-62.70,1.81,350,827,L
-8.35,2.27,400,827,L
19.88,-5.80,450,827,L
-42.90,-5.47,0,828,L
-114.04,12.13,50,828,L
-158.58,10.30,100,828,L
-162.27,6.17,150,828,L
-160.39,0.30,200,828,L
-125.71,-13.75,250,828,L
-105.35,-20.27,300,828,L
-84.43,-11.32,350,828,L
-61.44,6.67,400,828,L
-26.57,4.43,450,828,L
-59.04,4.22,0,829,L
-91.07,21.93,50,829,L
-131.93,34.79,100,829,L
-121.49,28.09,150,829,L
-114.50,25.36,200,829,L
-168.11,11.73,250,829,L
-155.23,1.91,300,829,L
-150.45,-1.08,350,829,L
-75.81,13.38,400,829,L
-92.98,9.76,450,829,L
-26.03,-7.97,0,830,L
-64.00,-18.93,50,830,L
-133.31,-2.57,100,830,L
-217.78,41.12,150,830,L
-217.78,48.26,200,830,L
-131.53,11.53,250,830,L
-104.56,7.30,300,830,L
-102.13,11.57,350,830,L
-88.07,9.48,400,830,L
-44.16,-2.21,450,830,L
-146.95,15.76,0,831,L
-114.99,11.57,50,831,L
-103.40,3.59,100,831,L
-105.76,-15.40,150,831,L
-90.65,-11.40,200,831,L
-109.92,-2.65,250,831,L
-98.21,5.25,300,831,L
-38.57,20.75,350,831,L
-47.36,6.31,400,831,L
-55.41,-1.87,450,831,L
-58.27,8.21,0,832,L
-102.67,20.01,50,832,L
-111.68,-6.99,100,832,L
-140.68,-16.19,150,832,L
-172.83,-17.61,200,832,L
-170.46,8.28,250,832,L
-156.99,1.27,300,832,L
-171.23,-11.40,350,832,L
-140.93,1.55,400,832,L
-94.49,5.23,450,832,L
-40.43,-5.05,0,833,L
-64.46,-8.59,50,833,L
-87.73,7.19,100,833,L
-139.31,-2.43,150,833,L
-122.11,2.87,200,833,L
-107.41,-13.23,250,833,L
-111.69,2.71,300,833,L
-99.04,2.61,350,833,L
-90.98,2.11,400,833,L
-88.09,5.21,450,833,L
-43.32,-0.31,0,834,L
-84.20,9.94,50,834,L
-132.15,17.32,100,834,L
-200.47,25.28,150,834,L
-194.85,14.90,200,834,L
-152.93,-3.97,250,834,L
-107.56,-9.61,300,834,L
-78.99,-12.03,350,834,L
-57.25,-7.94,400,834,L
-60.91,-1.15,450,834,L
-2.37,0.85,0,835,F
-0.45,1.33,50,835,F
0.92,1.02,100,835,F
-2.02,2.42,150,835,F
0.66,1.56,200,835,F
0.29,0.69,250,835,F
-0.17,1.53,300,835,F
0.85,3.48,350,835,F
-0.23,2.05,400,835,F
-1.47,0.57,450,835,F
0.42,1.42,0,836,F
0.65,1.26,50,836,F
0.03,1.08,100,836,F
0.77,1.51,150,836,F
-0.39,1.72,200,836,F
0.39,1.18,250,836,F
0.47,1.40,300,836,F
-0.21,1.69,350,836,F
0.44,1.25,400,836,F
-0.33,0.85,450,836,F
-7.32,-0.09,0,837,F
2.66,4.28,50,837,F
12.25,20.31,100,837,F
23.53,21.84,150,837,F
1.67,-2.89,200,837,F
10.80,16.45,250,837,F
-3.75,-7.00,300,837,F
-9.57,-3.29,350,837,F
6.64,8.74,400,837,F
-7.50,7.01,450,837,F
4.84,-1.59,0,838,F
9.18,1.91,50,838,F
9.90,-2.51,100,838,F
4.43,-0.89,150,838,F
4.59,2.69,200,838,F
4.39,2.45,250,838,F
3.16,4.85,300,838,F
0.29,0.67,350,838,F
2.25,2.53,400,838,F
0.13,0.74,450,838,F
2.33,8.43,0,839,F
5.39,8.29,50,839,F
-18.75,-19.93,100,839,F
-23.20,-22.30,150,839,F
-7.39,-10.51,200,839,F
-4.04,7.29,250,839,F
-4.41,-5.59,300,839,F
-3.27,-8.73,350,839,F
7.90,0.57,400,839,F
7.17,-6.41,450,839,F
-7.52,0.03,0,840,F
-5.49,8.85,50,840,F
-8.13,4.95,100,840,F
-4.50,5.29,150,840,F
-1.81,-2.20,200,840,F
-2.65,0.39,250,840,F
6.09,3.45,300,840,F
3.05,1.38,350,840,F
-0.56,-0.05,400,840,F
1.00,1.38,450,840,F
-0.79,0.26,0,841,F
-0.49,2.15,50,841,F
-2.20,3.67,100,841,F
-0.86,1.82,150,841,F
1.20,2.05,200,841,F
2.32,3.15,250,841,F
0.11,3.57,300,841,F
-0.29,2.67,350,841,F
0.78,0.79,400,841,F
-0.55,0.97,450,841,F
-5.47,23.51,0,842,F
1.02,0.15,50,842,F
3.60,-4.33,100,842,F
-6.77,-3.54,150,842,F
-12.11,-10.00,200,842,F
-9.23,-6.99,250,842,F
-16.30,-9.19,300,842,F
-5.19,-1.13,350,842,F
-9.33,-2.84,400,842,F
-4.91,9.57,450,842,F
13.00,10.87,0,843,F
25.91,4.56,50,843,F
-14.97,16.35,100,843,F
-35.62,24.13,150,843,F
-17.37,4.04,200,843,F
4.40,-7.09,250,843,F
-22.96,-13.02,300,843,F
-4.63,-2.30,350,843,F
3.93,-8.87,400,843,F
-1.29,-3.85,450,843,F
-0.15,3.10,0,844,F
-0.73,1.57,50,844,F
1.32,1.95,100,844,F
-0.99,2.59,150,844,F
1.83,1.33,200,844,F
0.85,0.98,250,844,F
1.09,2.81,300,844,F
0.51,-0.66,350,844,F
-2.35,1.30,400,844,F
-0.21,2.70,450,844,F
-1.49,2.29,0,845,F
-0.44,2.05,50,845,F
1.99,1.53,100,845,F
1.89,1.44,150,845,F
-0.46,3.86,200,845,F
-0.41,2.03,250,845,F
-0.87,2.73,300,845,F
-0.55,1.21,350,845,F
-0.27,3.73,400,845,F
-1.54,0.85,450,845,F
-0.09,5.80,0,846,U
-16.77,8.40,50,846,U
24.52,1.61,100,846,U
-7.51,-33.01,150,846,U
-19.48,-82.96,200,846,U
-1.97,-140.37,250,846,U
-36.33,-139.86,300,846,U
15.79,-116.32,350,846,U
65.87,-83.84,400,846,U
52.77,-53.51,450,846,U
1.06,6.39,0,847,U
-2.63,5.75,50,847,U
-70.43,-51.77,100,847,U
-4.39,-36.63,150,847,U
-13.38,-52.23,200,847,U
-21.53,-104.37,250,847,U
23.52,-130.91,300,847,U
32.49,-133.84,350,847,U
63.34,-153.56,400,847,U
72.13,-120.64,450,847,U
-5.67,5.30,0,848,U
-13.14,-8.35,50,848,U
-65.61,-76.35,100,848,U
3.39,-99.44,150,848,U
15.34,-134.89,200,848,U
20.28,-126.41,250,848,U
36.08,-121.04,300,848,U
37.22,-102.61,350,848,U
34.89,-83.16,400,848,U
64.54,-63.11,450,848,U
-67.44,-112.65,0,849,U
0.60,-100.97,50,849,U
-21.18,-120.07,100,849,U
2.48,-132.45,150,849,U
21.46,-98.94,200,849,U
32.75,-131.67,250,849,U
62.04,-107.03,300,849,U
58.91,-52.75,350,849,U
42.30,-19.24,400,849,U
13.92,19.89,450,849,U
-1.23,-3.89,0,850,U
-6.95,-20.65,50,850,U
-19.82,-65.20,100,850,U
4.39,-101.78,150,850,U
-15.55,-108.78,200,850,U
22.27,-139.96,250,850,U
2.19,-117.19,300,850,U
34.45,-98.32,350,850,U
41.89,-70.03,400,850,U
24.63,-48.58,450,850,U
6.36,-10.80,0,851,U
-8.45,-39.89,50,851,U
13.74,-95.79,100,851,U
-3.43,-118.60,150,851,U
-8.81,-106.60,200,851,U
16.53,-87.29,250,851,U
16.31,-84.96,300,851,U
24.33,-80.48,350,851,U
37.10,-86.91,400,851,U
46.53,-81.71,450,851,U
-9.13,-16.64,0,852,U
-14.93,-69.61,50,852,U
-4.04,-88.89,100,852,U
-2.75,-115.73,150,852,U
40.82,-118.67,200,852,U
33.37,-117.61,250,852,U
20.14,-109.01,300,852,U
31.47,-80.25,350,852,U
9.73,-35.05,400,852,U
-6.71,-20.55,450,852,U
4.58,-89.26,0,853,U
-4.63,-109.09,50,853,U
-3.67,-101.07,100,853,U
-6.31,-119.46,150,853,U
10.21,-87.53,200,853,U
20.31,-96.15,250,853,U
22.51,-77.43,300,853,U
18.61,-54.68,350,853,U
25.57,-81.03,400,853,U
21.66,-53.07,450,853,U
-12.92,-58.14,0,854,U
10.47,-108.39,50,854,U
20.23,-145.55,100,854,U
18.92,-129.43,150,854,U
36.31,-90.23,200,854,U
35.20,-76.67,250,854,U
30.35,-86.01,300,854,U
18.27,-65.86,350,854,U
6.90,-39.63,400,854,U
9.81,-22.19,450,854,U
-4.75,-10.95,0,855,U
26.90,-66.11,50,855,U
23.69,-99.17,100,855,U
-0.91,-117.17,150,855,U
24.89,-88.32,200,855,U
1.60,-92.99,250,855,U
14.09,-98.49,300,855,U
26.11,-94.05,350,855,U
32.77,-93.54,400,855,U
5.41,-56.98,450,855,U
62.91,-7.02,0,856,R
124.55,-23.26,50,856,R
158.53,-22.80,100,856,R
142.60,-16.34,150,856,R
164.51,-8.59,200,856,R
172.89,-3.90,250,856,R
135.59,-11.65,300,856,R
128.37,6.82,350,856,R
103.41,33.60,400,856,R
32.05,3.53,450,856,R
2.68,19.54,0,857,R
-0.64,1.17,50,857,R
0.25,2.59,100,857,R
1.05,4.55,150,857,R
-1.43,6.83,200,857,R
-5.52,4.69,250,857,R
19.97,0.28,300,857,R
137.03,-3.41,350,857,R
219.12,14.90,400,857,R
190.04,23.35,450,857,R
35.25,-5.75,0,858,R
63.39,-6.25,50,858,R
78.87,2.59,100,858,R
82.73,8.82,150,858,R
82.00,3.53,200,858,R
101.65,-1.06,250,858,R
115.55,14.46,300,858,R
86.49,0.47,350,858,R
82.17,-10.25,400,858,R
70.05,-7.54,450,858,R
41.72,-4.17,0,859,R
54.13,-6.67,50,859,R
72.60,2.25,100,859,R
97.58,-9.49,150,859,R
82.70,-1.82,200,859,R
112.75,4.30,250,859,R
117.06,-3.77,300,859,R
113.82,-7.89,350,859,R
103.65,-14.12,400,859,R
98.50,-4.85,450,859,R
15.53,6.09,0,860,R
19.95,14.73,50,860,R
79.19,0.39,100,860,R
108.56,6.02,150,860,R
116.83,16.36,200,860,R
98.32,10.40,250,860,R
91.17,13.74,300,860,R
92.97,20.59,350,860,R
76.16,17.22,400,860,R
71.36,17.68,450,860,R
51.63,-8.41,0,861,R
90.88,-4.46,50,861,R
86.11,8.58,100,861,R
116.83,0.39,150,861,R
102.19,-2.73,200,861,R
108.00,10.57,250,861,R
105.84,22.30,300,861,R
94.79,22.40,350,861,R
82.23,18.07,400,861,R
72.77,14.20,450,861,R
136.56,-2.72,0,862,R
144.51,8.13,50,862,R
148.23,13.14,100,862,R
119.23,-2.01,150,862,R
94.70,18.68,200,862,R
88.59,36.33,250,862,R
83.49,38.35,300,862,R
68.73,30.87,350,862,R
45.47,18.48,400,862,R
4.64,-2.67,450,862,R
87.01,20.35,0,863,R
137.09,26.27,50,863,R
119.88,27.31,100,863,R
122.38,28.75,150,863,R
135.26,13.54,200,863,R
118.03,16.62,250,863,R
124.25,9.19,300,863,R
109.15,-7.55,350,863,R
100.57,-23.90,400,863,R
84.97,-47.29,450,863,R
99.59,10.32,0,864,R
94.70,8.07,50,864,R
102.17,5.35,100,864,R
100.72,7.55,150,864,R
114.38,2.06,200,864,R
107.47,-2.73,250,864,R
75.43,13.04,300,864,R
56.67,13.19,350,864,R
55.87,3.61,400,864,R
60.08,-8.07,450,864,R
6.60,7.86,0,865,R
12.85,7.45,50,865,R
53.53,10.29,100,865,R
133.76,4.48,150,865,R
186.67,2.66,200,865,R
114.45,-4.03,250,865,R
134.95,23.93,300,865,R
139.21,-0.32,350,865,R
130.91,-33.56,400,865,R
155.78,-35.57,450,865,R
-8.85,24.67,0,866,D
-8.26,0.79,50,866,D
-10.29,12.68,100,866,D
-1.88,20.79,150,866,D
11.78,38.49,200,866,D
22.43,98.17,250,866,D
30.07,137.46,300,866,D
7.08,132.77,350,866,D
10.23,65.91,400,866,D
-11.85,33.79,450,866,D
53.09,33.41,0,867,D
2.27,54.19,50,867,D
-22.63,59.67,100,867,D
-33.47,43.13,150,867,D
-31.30,51.67,200,867,D
-23.34,62.36,250,867,D
-18.26,76.91,300,867,D
5.43,77.18,350,867,D
-17.61,49.09,400,867,D
-13.59,21.57,450,867,D
2.25,13.27,0,868,D
6.78,11.13,50,868,D
44.20,22.80,100,868,D
30.53,14.79,150,868,D
40.27,26.54,200,868,D
-5.43,41.77,250,868,D
16.79,49.37,300,868,D
-34.91,48.87,350,868,D
-19.01,51.95,400,868,D
-29.15,42.14,450,868,D
0.17,31.19,0,869,D
-3.48,40.93,50,869,D
-8.06,44.49,100,869,D
-5.30,40.88,150,869,D
-2.75,44.87,200,869,D
9.85,79.53,250,869,D
27.14,91.27,300,869,D
19.57,61.31,350,869,D
0.70,48.98,400,869,D
-18.00,34.39,450,869,D
-2.53,20.95,0,870,D
-10.70,25.31,50,870,D
-8.21,37.05,100,870,D
5.53,40.11,150,870,D
4.84,61.95,200,870,D
-17.90,80.50,250,870,D
12.41,72.59,300,870,D
10.51,44.02,350,870,D
1.27,42.87,400,870,D
0.20,34.52,450,870,D
2.45,7.53,0,871,D
2.41,2.76,50,871,D
-2.51,6.51,100,871,D
-1.12,4.59,150,871,D
-0.29,7.23,200,871,D
0.47,8.53,250,871,D
-4.41,31.00,300,871,D
-25.25,101.91,350,871,D
-50.03,128.63,400,871,D
-8.23,63.81,450,871,D
-24.49,9.91,0,872,D
-20.15,48.75,50,872,D
-14.83,58.14,100,872,D
-5.75,66.77,150,872,D
-16.45,91.74,200,872,D
10.68,79.87,250,872,D
18.13,83.71,300,872,D
22.04,81.96,350,872,D
20.86,55.11,400,872,D
-2.98,13.65,450,872,D
15.18,40.13,0,873,D
9.17,44.45,50,873,D
-1.50,45.38,100,873,D
31.45,56.63,150,873,D
-56.53,72.50,200,873,D
-16.92,50.79,250,873,D
-22.37,26.15,300,873,D
-7.28,8.22,350,873,D
4.21,18.14,400,873,D
-3.02,14.95,450,873,D
20.95,41.29,0,874,D
5.74,77.25,50,874,D
